example,N,lambda,m,x,error,log10_error
6.1,80,5,3,-0.5,0.00385198449070906218,-2.4143154701490172
6.1,80,5,3,-0.459969517674213385,0.00408692349269150167,-2.38860349221571421
6.1,80,5,3,-0.418462989420939487,0.00396790058829518374,-2.40143921718713151
6.1,80,5,3,-0.375555082641581506,0.00348189072510402299,-2.45818486280772356
6.1,80,5,3,-0.331329664033557524,0.00263746413692512182,-2.57881343699905286
6.1,80,5,3,-0.285879561111693421,0.00146658201335409915,-2.83369364563862447
6.1,80,5,3,-0.239306267191186554,2.5681241984852513e-5,-4.59038397693787897
6.1,80,5,3,-0.191719591223448802,0.00160407451329404331,-2.7947754615127022
6.1,80,5,3,-0.143237254218789432,0.00331747588650679372,-2.47919222517644282
6.1,80,5,3,-0.0939844343225147581,0.00498694696472117659,-2.30216525040032844
6.1,80,5,3,-0.0440932629315471094,0.00646524855895065164,-2.18941477384536253
6.1,80,5,3,0.00629772545488217274,0.0075891860260379807,-2.11980480162189776
6.1,80,5,3,0.0570441866664285093,0.00818425299738284467,-2.08702095387201849
6.1,80,5,3,0.107996600317967731,0.00807009252525790706,-2.09312148597451069
6.1,80,5,3,0.159000939781062167,0.00706660957819084885,-2.15078890227819994
6.1,80,5,3,0.209899374928329782,0.00500052663518770051,-2.30098425512159794
6.1,80,5,3,0.260531003698736273,0.00171214032861120855,-2.76646064302106081
6.1,80,5,3,0.310732608345857634,0.00293798575067519599,-2.53195031488277395
6.1,80,5,3,0.360339432070125938,0.00906266690044593032,-2.04274398226643965
6.1,80,5,3,0.409185971600980505,0.0167423525252317484,-1.77618351785155003
6.1,80,5,3,0.457106781186547524,0.0260202431597268262,-1.58468864926428077
6.1,80,5,3,0.503937283367646772,0.0368984900854814482,-1.43299140514067448
6.1,80,5,3,0.549514581860088655,0.0493356550877140393,-1.30683910078302752
6.1,80,5,3,0.59367827184472128,0.0632455556327032954,-1.19896998765425986
6.1,80,5,3,0.63627124296868428,0.0784975626150342643,-1.10514382808627409
6.1,80,5,3,0.67714047039381768,0.0949183573151877249,-1.02264978641680011
6.1,80,5,3,0.716137789288978919,0.112295094847229334,-0.949639213705655524
6.1,80,5,3,0.753120648251784331,0.130379866444939526,-0.88478946816663641
6.1,80,5,3,0.787952837261486145,0.148895305220904723,-0.827118995658158109
6.1,80,5,3,0.820505185907627213,0.16754114164156599,-0.775878529558874583
6.1,80,5,3,0.850656227807923637,0.186001487196840387,-0.7304835833154215
6.1,80,5,3,0.878292827322491869,0.203952608075963796,-0.690470736702575193
6.1,80,5,3,0.903310764888890428,0.221070944772079207,-0.655468332746220011
6.1,80,5,3,0.925615277542170343,0.237041137431081919,-0.625176277580750638
6.1,80,5,3,0.945121551444768567,0.251563828929063148,-0.599351803710906429
6.1,80,5,3,0.961755163531052138,0.264363036287070442,-0.577799268773359564
6.1,80,5,3,0.975452469668926119,0.275192904182568938,-0.560362768525497492
6.1,80,5,3,0.986160937054345446,0.283843680148208499,-0.546920771008111162
6.1,80,5,3,0.993839418881912408,0.290146777960122221,-0.537382247852885097
6.1,80,5,3,0.998458369674004929,0.293978822473861618,-0.531683953989235062
6.1,80,5,3,1.0,0.295264594961121067,-0.529788625960275724
6.1,160,10,6,-1.0,0.00324973030461654433,-2.48815267966016986
6.1,160,10,6,-0.999999981421884123,0.00324513707322025703,-2.48876695406056341
6.1,160,10,6,-0.999999702807440941,0.00323138759884585439,-2.49061094605416419
6.1,160,10,6,-0.999998495945984319,0.00320857230406380584,-2.4936881695870282
6.1,160,10,6,-0.999995248584343545,0.00317684110488437803,-2.49800450660742773
6.1,160,10,6,-0.999988406571389274,0.00313640223292143512,-2.50356824562529087
6.1,160,10,6,-0.999975976855507145,0.00308752059562683631,-2.51039013671616338
6.1,160,10,6,-0.999955531330165426,0.00303051568392780134,-2.51848346402959463
6.1,160,10,6,-0.999924211521349333,0.0029657590394396966,-2.52786413722293336
6.1,160,10,6,-0.999878734109270609,0.00289367129638302306,-2.53855080365054532
6.1,160,10,6,-0.99981539727540876,0.00281471881641671805,-2.55056498361120976
6.1,160,10,6,-0.999730087864602108,0.00272940993781261221,-2.56393123151237669
6.1,160,10,6,-0.999618289350584636,0.00263829086373113298,-2.57867732647353135
6.1,160,10,6,-0.999475090592060512,0.00254194121779931791,-2.59483449669332602
6.1,160,10,6,-0.999295195365124232,0.00244096929871183238,-2.61243768288673953
6.1,160,10,6,-0.999072932656572556,0.00233600706913661673,-2.6315258473120443
6.1,160,10,6,-0.998802267701416716,0.00222770491776164623,-2.65214233642245981
6.1,160,10,6,-0.998476813746691786,0.00211672623681130331,-2.67433530708702837
6.1,160,10,6,-0.9980898445224764,0.0020037418607247853,-2.69815822875482522
6.1,160,10,6,-0.997634307399882175,0.00188942441485229624,-2.72367047705691538
6.1,160,10,6,-0.997102837214649875,0.00177444262590922924,-2.75093803838674829
6.1,160,10,6,-0.996487770733900475,0.0016594556484518519,-2.7800343502996803
6.1,160,10,6,-0.995781161742535385,0.00154510746371581214,-2.81104130958818127
6.1,160,10,6,-0.994974796724762963,0.00143202140870679953,-2.84405048928114702
6.1,160,10,6,-0.99406021111524958,0.00132079489436895799,-2.87916461853968573
6.1,160,10,6,-0.993028706093454474,0.0012119943719038217,-2.91649939688325487
6.1,160,10,6,-0.991871365893809898,0.00110615060580031405,-2.95618573847877374
6.1,160,10,6,-0.990579075603553082,0.00100375431080371188,-2.99837257655336778
6.1,160,10,6,-0.989142539419205524,9.0525220784902179e-4,-3.04323040729473672
6.1,160,10,6,-0.987552299331929529,8.11043550876222499e-4,-3.09095582470696573
6.1,160,10,6,-0.985798754211272794,7.21477172411207127e-4,-3.1417774054612485
6.1,160,10,6,-0.98387217925614036,6.36849090834243542e-4,-3.19596346685221398
6.1,160,10,6,-0.981762745781210568,5.57400716383322717e-4,-3.25383247745779883
6.1,160,10,6,-0.979460541306438573,4.8331768618866455e-4,-3.31576731230245125
6.1,160,10,6,-0.976955589916768575,4.14729351063206751e-4,-3.38223522782933868
6.1,160,10,6,-0.974237872858704894,3.51708928459267296e-4,-3.4538166065725278
6.1,160,10,6,-0.971297349339973221,2.94274327041618498e-4,-3.53124762478622157
6.1,160,10,6,-0.968123977498137366,2.42389638839962321e-4,-3.61548594841170423
6.1,160,10,6,-0.964707735503724299,1.95967285066373771e-4,-3.70781642405691177
6.1,160,10,6,-0.961038642763151647,1.54870791570378031e-4,-3.81003048189171439
6.1,160,10,6,-0.957106781186547524,1.18918159726210144e-4,-3.92475182017796526
6.1,160,10,6,-0.952902316485403022,8.78857884868234797e-5,-4.05608134655015611
6.1,160,10,6,-0.948415519464902978,6.15128935908671288e-5,-4.21103384311137049
6.1,160,10,6,-0.943636787275741132,3.9506360672433636e-5,-4.40333297570142832
6.1,160,10,6,-0.938556664590241373,2.1545960502212247e-5,-4.66663414063281512
6.1,160,10,6,-0.933165864667677565,7.2898469850297344e-6,-5.13728158749199315
6.1,160,10,6,-0.92745529027381034,3.61974795056664612e-6,-5.44132166910469574
6.1,160,10,6,-0.921416054419839983,1.15507136232678614e-5,-4.93739118347110862
6.1,160,10,6,-0.915039500886209985,1.68752487982590822e-5,-4.77274981547978199
6.1,160,10,6,-0.908317224496985515,1.99641356722273278e-5,-4.69974948741844449
6.1,160,10,6,-0.901241091110874668,2.11811968376974361e-5,-4.67404950384503802
6.1,160,10,6,-0.893803257295357253,2.08780309035903423e-5,-4.68031046390881015
6.1,160,10,6,-0.885996189650835563,1.93891190133529306e-5,-4.71244192358409115
6.1,160,10,6,-0.877812683752223334,1.70273891186161181e-5,-4.76885193913696764
6.1,160,10,6,-0.869245882675942164,1.40803175465620248e-5,-4.8513875506509713
6.1,160,10,6,-0.860289295080898205,1.0806638197670699e-5,-4.9663093883105722
6.1,160,10,6,-0.850936812812665074,7.43371872706895232e-6,-5.12879387552343194
6.1,160,10,6,-0.841182728000800571,4.1556504433417677e-6,-5.38136099068955951
6.1,160,10,6,-0.831021749619974001,1.13208459572248487e-6,-5.94612111901104744
6.1,160,10,6,-0.820449019486376397,1.51216754831661556e-6,-5.82040008629644744
6.1,160,10,6,-0.809460127661726653,3.68676962714387707e-6,-5.43335399903234279
6.1,160,10,6,-0.798051127238071044,5.33474570161119384e-6,-5.27288627783636747
6.1,160,10,6,-0.786218548477500711,6.43064900319156851e-6,-5.19174519437262195
6.1,160,10,6,-0.773959412281879749,6.97806346516181811e-6,-5.15626508498188471
6.1,160,10,6,-0.76127124296868428,7.00650395898930233e-6,-5.15449862826058625
6.1,160,10,6,-0.748152080330098677,6.56779656645614134e-6,-5.18258030769035327
6.1,160,10,6,-0.734600490953597309,5.73203423972940217e-6,-5.24169122405258418
6.1,160,10,6,-0.720615578783357237,4.58321541815569374e-6,-5.33882972976859484
6.1,160,10,6,-0.706196994902997377,3.21468318071100253e-6,-5.49286182200846843
6.1,160,10,6,-0.691344946521321073,1.72448994408752849e-6,-5.76333933376398973
6.1,160,10,6,-0.676060205143949957,2.1081723606787406e-7,-6.67609388481073937
6.1,160,10,6,-0.66034411391497554,1.23241859804047725e-6,-5.90924175650455393
6.1,160,10,6,-0.644198594114019262,2.51964597828190574e-6,-5.59866047528171024
6.1,160,10,6,-0.62762615079537986,3.57727981571664727e-6,-5.44644708790000758
6.1,160,10,6,-0.610629877557256795,4.3468114755984615e-6,-5.36182919507089713
6.1,160,10,6,-0.593213460430368214,4.78724589186531592e-6,-5.31991426486448139
6.1,160,10,6,-0.575381180876629377,4.87680101364519827e-6,-5.3118649644082072
6.1,160,10,6,-0.557137917889920609,4.61380424757850348e-6,-5.33594083547594002
6.1,160,10,6,-0.538489149192350603,4.01674292431277632e-6,-5.39612596267337308
6.1,160,10,6,-0.519440951520809036,3.12345062699181138e-6,-5.50536535464335812
6.1,160,10,6,-0.5,1.98943793988766404e-6,-5.70126960403441431
6.1,160,10,6,-0.480173566599552432,6.85404182371375685e-7,-6.1640532498109259
6.1,160,10,6,-0.459969517674213385,7.06004716436502309e-7,-6.1511923976514465
6.1,160,10,6,-0.439396310587542539,2.09409864310352357e-6,-5.67900286461203631
6.1,160,10,6,-0.418462989420939487,3.38458506686118031e-6,-5.47049456603883658
6.1,160,10,6,-0.39717917977124701,4.4844036425827967e-6,-5.34829530333470487
6.1,160,10,6,-0.375555082641581506,5.30678430483677646e-6,-5.27516856398600131
6.1,160,10,6,-0.353601467431443784,5.77634021518691915e-6,-5.23834723558608796
6.1,160,10,6,-0.331329664033557524,5.83399197577121992e-6,-5.23403417255413483
6.1,160,10,6,-0.308751554046266527,5.44150964650116788e-6,-5.26428059659037065
6.1,160,10,6,-0.285879561111693421,4.58545493716074566e-6,-5.33861757015816885
6.1,160,10,6,-0.262726640391219577,3.28030800681272759e-6,-5.48408537598986067
6.1,160,10,6,-0.239306267191186554,1.57057196677305595e-6,-5.80394215856103242
6.1,160,10,6,-0.21563242475304132,4.68336337391505262e-7,-6.32944214476674203
6.1,160,10,6,-0.191719591223448802,2.73057836266248231e-6,-5.56374535548311152
6.1,160,10,6,-0.167582725821173942,5.08190880930643104e-6,-5.29397313227469767
6.1,160,10,6,-0.143237254218789432,7.36331821584251353e-6,-5.1329264304891849
6.1,160,10,6,-0.118699053158492715,9.39636687045416034e-6,-5.0270400350294521
6.1,160,10,6,-0.0939844343225147581,1.09902276307927294e-5,-4.95899331232870238
6.1,160,10,6,-0.0691101274797717241,1.1950405155498715e-5,-4.92261737054725501
6.1,160,10,6,-0.0440932629315471094,1.20890460846540625e-5,-4.91760796684108103
6.1,160,10,6,-0.0189513532800944734,1.12367001586099997e-5,-4.949361207745012
6.1,160,10,6,0.00629772545488217274,9.25533755789798598e-6,-5.03360773716401942
6.1,160,10,6,0.0316357533458835779,6.05237439714761436e-6,-5.21807421455730974
6.1,160,10,6,0.0570441866664285093,1.59540788384503666e-6,-5.79712826617601672
6.1,160,10,6,0.0825041785710970924,4.07268325833427069e-6,-5.39011936465169387
6.1,160,10,6,0.107996600317967731,1.08186573511394078e-5,-4.96582663397740669
6.1,160,10,6,0.133502063003745861,1.84042638732911972e-5,-4.73508154861454701
6.1,160,10,6,0.159000939781062167,2.64724731221434698e-5,-4.57720548396772507
6.1,160,10,6,0.184473388526643209,3.45350348047233748e-5,-4.46174010197166982
6.1,160,10,6,0.209899374928329782,4.19618212975203934e-5,-4.3771456700900848
6.1,160,10,6,0.235258695958239026,4.79724019436387489e-5,-4.31900853617757151
6.1,160,10,6,0.260531003698736273,5.16302732257516364e-5,-4.28709557667421299
6.1,160,10,6,0.285695829487302857,5.18401358438509986e-5,-4.28533386909429967
6.1,160,10,6,0.310732608345857634,4.73485638443300976e-5,-4.32469318928883054
6.1,160,10,6,0.335620703659613431,3.67483535323640948e-5,-4.43476211420773739
6.1,160,10,6,0.360339432070125938,1.84867718274954634e-5,-4.73313891901418304
6.1,160,10,6,0.38486808854682231,9.12215380950130618e-6,-5.03990260935286065
6.1,160,10,6,0.409185971600980505,4.78812472415990104e-5,-4.31983454533561227
6.1,160,10,6,0.433272408605868718,9.96897323527267249e-5,-4.00134956999510549
6.1,160,10,6,0.457106781186547524,1.66518849473317315e-4,-3.77853659844053131
6.1,160,10,6,0.480668550642685951,2.50383768269026418e-4,-3.60139382873510719
6.1,160,10,6,0.503937283367646772,3.53312123318972208e-4,-3.45184146021531152
6.1,160,10,6,0.526892676227056188,4.77309593347531933e-4,-3.32119983675039833
6.1,160,10,6,0.549514581860088655,6.2432303463649709e-4,-3.20459064131254569
6.1,160,10,6,0.571783033866769028,7.96201761160469551e-4,-3.098976866112097
6.1,160,10,6,0.59367827184472128,9.94657636199148617e-4,-3.00232637884800112
6.1,160,10,6,0.6151807662389757,0.0012212247005020962,-2.91320442024033065
6.1,160,10,6,0.63627124296868428,0.00147721910866458515,-2.83055508313999274
6.1,160,10,6,0.656930707794886849,0.00176370017665353128,-2.75357524159199292
6.1,160,10,6,0.67714047039381768,0.00208143335816900233,-2.68163748948188129
6.1,160,10,6,0.696882168100643573,0.00243085596487830125,-2.61424077357614531
6.1,160,10,6,0.716137789288978919,0.0028120464250536424,-2.55097751367419583
6.1,160,10,6,0.734889696352030556,0.00322469783673528735,-2.49151097373771048
6.1,160,10,6,0.753120648251784331,0.00366809651560828646,-2.43555924561798208
6.1,160,10,6,0.770813822603255586,0.00414110616512216271,-2.38288363539095652
6.1,160,10,6,0.787952837261486145,0.0046421582082050901,-2.33328006254885959
6.1,160,10,6,0.804521771379679956,0.00516924871781547684,-2.28657257129987272
6.1,160,10,6,0.820505185907627213,0.00571994226947014223,-2.24260835445471678
6.1,160,10,6,0.835888143500371346,0.00629138291502983305,-2.20125388136662886
6.1,160,10,6,0.850656227807923637,0.00688031234590394678,-2.16239184562736295
6.1,160,10,6,0.864795562117724942,0.00748309517814836848,-2.12591873091196994
6.1,160,10,6,0.878292827322491869,0.0080957511545001454,-2.09174284955175227
6.1,160,10,6,0.891135279187064249,0.00871399392211799429,-2.0597827473141434
6.1,160,10,6,0.903310764888890428,0.0093332759125806845,-2.0299658952623789
6.1,160,10,6,0.914807738807845174,0.00994883872537711086,-2.00222760916319113
6.1,160,10,6,0.925615277542170343,0.0105557683004176322,-1.97651015113050673
6.1,160,10,6,0.93572309412845907,0.011149054061534529,-1.95276197865017578
6.1,160,10,6,0.945121551444768567,0.0117236511238055538,-1.93093711391668887
6.1,160,10,6,0.953801674777142757,0.0122745445848200053,-1.91099461227780356
6.1,160,10,6,0.961755163531052138,0.0127968148653655269,-1.89289811304994275
6.1,160,10,6,0.968974402070512677,0.0132857030297263641,-1.87661545940557542
6.1,160,10,6,0.975452469668926119,0.0137366750007295822,-1.86211837670783044
6.1,160,10,6,0.98118314955698907,0.0141454835903145712,-1.84938220076866576
6.1,160,10,6,0.986160937054345446,0.014508227292763796,-1.83838564917515342
6.1,160,10,6,0.990381046773004499,0.0148214048344206165,-1.82911063016765699
6.1,160,10,6,0.993839418881912408,0.0150819645399140463,-1.82154208464167
6.1,160,10,6,0.996532724423447467,0.0152873476593886365,-1.81566785774087704
6.1,160,10,6,0.998458369674004929,0.0154355249024013913,-1.81147859725798805
6.1,160,10,6,0.99961449954224559,0.015525025540054501,-1.80896767669755845
6.1,160,10,6,1.0,0.0155549585653375825,-1.80813114140961495
6.1,320,20,12,-1.0,1.33404903423264239e-5,-4.87482820722209969
6.1,320,20,12,-0.999999998838811799,1.33297276039128751e-5,-4.87517872540431539
6.1,320,20,12,-0.999999981421884123,1.32974870552424101e-5,-4.87623042378155228
6.1,320,20,12,-0.99999990595584229,1.32439113737680064e-5,-4.87798373414258252
6.1,320,20,12,-0.999999702807440941,1.31692372838488664e-5,-4.8804393771268829
6.1,320,20,12,-0.999999274537123171,1.30737939594145973e-5,-4.88359836371723223
6.1,320,20,12,-0.999998495945984319,1.29580008071080127e-5,-4.88746199734002495
6.1,320,20,12,-0.999997214136121368,1.2822364649081092e-5,-4.89203187658409996
6.1,320,20,12,-0.999995248584343545,1.26674763297595495e-5,-4.89730989855214563
6.1,320,20,12,-0.999992391229214279,1.24940067757845846e-5,-4.90329826286213907
6.1,320,20,12,-0.999988406571389274,1.230270254293647e-5,-4.90999947631984616
6.1,320,20,12,-0.999983031787210076,1.20943808880978778e-5,-4.91741635828718334
6.1,320,20,12,-0.999975976855507145,1.18699244081833053e-5,-4.92555204677526564
6.1,320,20,12,-0.999966924697561096,1.16302752914071188e-5,-4.93441000529528004
6.1,320,20,12,-0.999955531330165426,1.137642922925382e-5,-4.94399403050497973
6.1,320,20,12,-0.999941426031728757,1.11094290400225472e-5,-4.95430826069364714
6.1,320,20,12,-0.999924211521349333,1.08303580568213752e-5,-4.96535718515388409
6.1,320,20,12,-0.99990346415078924,1.05403333343691504e-5,-4.97714565449462487
6.1,320,20,12,-0.999878734109270609,1.0240498729912677e-5,-4.98967889195641269
6.1,320,20,12,-0.999849545641010844,9.93201791398024474e-6,-5.00296250579732096
6.1,320,20,12,-0.99981539727540876,9.61606736656984205e-6,-5.01700250282604188
6.1,320,20,12,-0.999775762069788392,9.2938294137188715e-6,-5.03180530316772522
6.1,320,20,12,-0.999730087864602108,8.96648535823443298e-6,-5.04737775635826603
6.1,320,20,12,-0.999677797550989645,8.63520875669744075e-6,-5.06372715887407056
6.1,320,20,12,-0.999618289350584636,8.30115889271343329e-6,-5.08086127321705943
6.1,320,20,12,-0.999550937107455235,7.96547449379629324e-6,-5.09878834868901006
6.1,320,20,12,-0.999475090592060512,7.62926773627115106e-6,-5.11751714400554876
6.1,320,20,12,-0.999390075817099414,7.2936185792065579e-6,-5.13705695191846959
6.1,320,20,12,-0.999295195365124232,6.95956946467428523e-6,-5.15741762603593026
6.1,320,20,12,-0.999189728727785761,6.62812041763167908e-6,-5.178609610053862
6.1,320,20,12,-0.999072932656572556,6.300224574472786e-6,-5.20064396963911523
6.1,320,20,12,-0.998944041524902059,5.97678416484890562e-6,-5.2235324272360206
6.1,320,20,12,-0.998802267701416716,5.65864696676665883e-6,-5.24728740010386023
6.1,320,20,12,-0.998646801934333625,5.34660325028275502e-6,-5.27192204193403572
6.1,320,20,12,-0.998476813746691786,5.04138322038027218e-6,-5.29745028844347138
6.1,320,20,12,-0.998291451842336538,4.7436549648819196e-6,-5.32388690739618697
6.1,320,20,12,-0.9980898445224764,4.45402290858095279e-6,-5.35124755356944576
6.1,320,20,12,-0.997871100112643205,4.17302677019813331e-6,-5.37954882925617098
6.1,320,20,12,-0.997634307399882175,3.90114101434927808e-6,-5.40880835098354419
6.1,320,20,12,-0.997378536079994373,3.63877478647584745e-6,-5.43904482323145002
6.1,320,20,12,-0.997102837214649875,3.38627231469095687e-6,-5.47027812005690256
6.1,320,20,12,-0.996806243698185938,3.14391375876197729e-6,-5.5025293756757232
6.1,320,20,12,-0.996487770733900475,2.91191648302149108e-6,-5.53582108522543322
6.1,320,20,12,-0.996146416319647254,2.69043672689961706e-6,-5.57017721713968434
6.1,320,20,12,-0.995781161742535385,2.47957164402702299e-6,-5.60562333881224015
6.1,320,20,12,-0.995390972082531957,2.27936167848910541e-6,-5.64218675752720665
6.1,320,20,12,-0.994974796724762963,2.08979324483288338e-6,-5.67989667899415448
6.1,320,20,12,-0.994531569880304112,1.91080167684934397e-6,-5.71878438626763631
6.1,320,20,12,-0.99406021111524958,1.7422744089806692e-6,-5.75888344237049456
6.1,320,20,12,-0.993559625887843357,1.58405435343454386e-6,-5.80022992060529682
6.1,320,20,12,-0.993028706093454474,1.43594343572247745e-6,-5.84286266736212668
6.1,320,20,12,-0.992466330617174175,1.29770625136712496e-6,-5.88682360325828896
6.1,320,20,12,-0.991871365893809898,1.16907380693200136e-6,-5.93215806973512729
6.1,320,20,12,-0.991242666475047865,1.04974730929874477e-6,-5.97891522986764141
6.1,320,20,12,-0.990579075603553082,9.3940196823144729e-7,-6.0271485342196624
6.1,320,20,12,-0.989879425793772658,8.37690778700410358e-7,-6.07691626524468428
6.1,320,20,12,-0.989142539419205524,7.44248251161863573e-7,-6.12828217718731051
6.1,320,20,12,-0.98836722930589894,6.58694059976001794e-7,-6.18131625295635564
6.1,320,20,12,-0.987552299331929529,5.8063658236129209e-7,-6.23609560540213021
6.1,320,20,12,-0.986696545032624064,5.09676302694840491e-7,-6.29270555838326815
6.1,320,20,12,-0.985798754211272794,4.45409059541930309e-7,-6.35124095373876772
6.1,320,20,12,-0.98485770755508577,3.87429115497141843e-7,-6.41180774493697298
