example,N,lambda,m,x,error,log10_error
6.2,640,80,20,-0.999924785002870961,2.22169226639449426e-7,-6.65331609672830794
6.2,640,80,20,-0.99991863784008014,2.12235854123316069e-7,-6.67318124657714271
6.2,640,80,20,-0.999912080734672629,2.02604954526442322e-7,-6.69334993855527996
6.2,640,80,20,-0.999905092435377725,1.93275139922479291e-7,-6.71382400364767511
6.2,640,80,20,-0.999897650905707257,1.84244564954234646e-7,-6.73460531456904342
6.2,640,80,20,-0.999889733307194123,1.75510948513730205e-7,-6.75569578671503233
6.2,640,80,20,-0.999881315982599531,1.67071595807276069e-7,-6.77709737914742123
6.2,640,80,20,-0.99987237443909528,1.58923420721450709e-7,-6.79881209561477585
6.2,640,80,20,-0.999862883331427408,1.5106296840763415e-7,-6.82084198561005907
6.2,640,80,20,-0.999852816445067608,1.43486438004777807e-7,-6.84318914546677946
6.2,640,80,20,-0.999842146679358806,1.3618970542239171e-7,-6.86585571949534345
6.2,640,80,20,-0.999830846030661346,1.29168346108269313e-7,-6.88884390116136648
6.2,640,80,20,-0.999818885575506245,1.22417657728232676e-7,-6.91215593430779378
6.2,640,80,20,-0.999806235453761988,1.1593268268814681e-7,-6.93579411442278289
6.2,640,80,20,-0.999792864851821393,1.09708230431601409e-7,-6.95976078995540778
6.2,640,80,20,-0.999778741985815055,1.03738899449970649e-7,-6.98405836368135913
6.2,640,80,20,-0.999763834084857917,9.8019098945016815e-8,-7.00868929412093796
6.2,640,80,20,-0.999748107374335545,9.25430700877805813e-8,-7.03365609701176962
6.2,640,80,20,-0.999731527059236664,8.73049068211795198e-8,-7.0589613468388049
6.2,640,80,20,-0.999714057307538557,8.22985761574963637e-8,-7.08460767842432265
6.2,640,80,20,-0.999695661233651936,7.75179379257598765e-8,-7.11059778858080756
6.2,640,80,20,-0.999676300881931877,7.29567639278841046e-8,-7.13693443782974545
6.2,640,80,20,-0.999655937210261463,6.8608756466317215e-8,-7.16362045218955988
6.2,640,80,20,-0.999634530073714747,6.4467566209840391e-8,-7.19065872503610768
6.2,640,80,20,-0.999612038208305663,6.05268093680323986e-8,-7.2180522190393582
6.2,640,80,20,-0.999588419214829544,5.67800841487591598e-8,-7.2458039681801038
6.2,640,80,20,-0.999563629542803844,5.32209864768434765e-8,-7.27391707985078701
6.2,640,80,20,-0.999537624474514741,4.98431249558022764e-8,-7.3023947370447861
6.2,640,80,20,-0.999510358109176215,4.66401350581926307e-8,-7.33124020063877496
6.2,640,80,20,-0.999481783347208259,4.36056925336694982e-8,-7.3604568117730686
6.2,640,80,20,-0.999451851874640826,4.07335260273148376e-8,-7.39004799433518297
6.2,640,80,20,-0.999420514147650141,3.80174289041375804e-8,-7.4200172575521792
6.2,640,80,20,-0.999387719377233971,3.54512702788561843e-8,-7.45036819869773056
6.2,640,80,20,-0.999353415514032456,3.30290052531503928e-8,-7.48110450592024667
6.2,640,80,20,-0.999317549233301075,3.0744684365497759e-8,-7.51222996119881777
6.2,640,80,20,-0.999280065920042321,2.85924622614859208e-8,-7.54374844343420344
6.2,640,80,20,-0.999240909654302632,2.6566605595107066e-8,-7.5756639316825898
6.2,640,80,20,-0.999200023196641102,2.46615001739911182e-8,-7.60798050854037881
6.2,640,80,20,-0.999157347973776499,2.28716573638145994e-8,-7.64070236368885844
6.2,640,80,20,-0.999112824064419068,2.11917197692296038e-8,-7.67383379760823539
6.2,640,80,20,-0.999066390185293583,1.96164662105896177e-8,-7.70737922547119955
6.2,640,80,20,-0.999017983677360107,1.81408160175047921e-8,-7.74134318122693521
6.2,640,80,20,-0.998967540492238847,1.67598326618384373e-8,-7.77573032188730456
6.2,640,80,20,-0.99891499517884552,1.54687267541596058e-8,-7.81054543202781094
6.2,640,80,20,-0.998860280870243555,1.42628584288951882e-8,-7.84579342851690956
6.2,640,80,20,-0.998803329270719479,1.31377391444813309e-8,-7.88147936548828008
6.2,640,80,20,-0.998744070643087754,1.20890329257013506e-8,-7.91760843957181766
6.2,640,80,20,-0.998682433796231338,1.11125570761195594e-8,-7.95418599540034717
6.2,640,80,20,-0.998618346072884171,1.02042823890821047e-8,-7.9912175314104299
6.2,640,80,20,-0.998551733337661766,9.36033288616227586e-9,-8.02870870595712666
6.2,640,80,20,-0.998482519965346047,8.57698511218451323e-9,-8.06666534376421942
6.2,640,80,20,-0.998410628829430522,7.85066701607486793e-9,-8.10509344273319209
6.2,640,80,20,-0.998335981290931835,7.17795644676264753e-9,-8.14399918113624727
6.2,640,80,20,-0.998258497187473712,6.55557929320559105e-9,-8.18338892522081065
6.2,640,80,20,-0.998178094822649252,5.9804072973366257e-9,-8.22326923725537101
6.2,640,80,20,-0.998094690955667462,5.44945556834182854e-9,-8.26364688404914813
6.2,640,80,20,-0.998008200791289902,4.95987982618463184e-9,-8.30452884598100193
6.2,640,80,20,-0.997918537970063242,4.50897340169871937e-9,-8.34592232657622938
6.2,640,80,20,-0.997825614558853471,4.09416401988972048e-9,-8.38783476267347736
6.2,640,80,20,-0.997729341041687466,3.71301039232203803e-9,-8.43027383522797547
6.2,640,80,20,-0.997629626310907545,3.36319864363026772e-9,-8.47324748080171174
6.2,640,80,20,-0.997526377658644585,3.04253859629296367e-9,-8.51676390379609397
6.2,640,80,20,-0.997419500768615225,2.74895993684817331e-9,-8.56083158948812585
6.2,640,80,20,-0.997308899708248608,2.48050828572326778e-9,-8.6054593179372559
6.2,640,80,20,-0.997194476921148047,2.23534119180402562e-9,-8.65065617883691544
6.2,640,80,20,-0.997076133219892947,2.0117240717873718e-9,-8.6964315873924506
6.2,640,80,20,-0.996953767779186245,1.80802611325607193e-9,-8.74279530131578908
6.2,640,80,20,-0.996827278129352547,1.62271615928920048e-9,-8.78975743903689987
6.2,640,80,20,-0.996696560150192098,1.45435859128620667e-9,-8.83732849924306228
6.2,640,80,20,-0.996561508065195625,1.30160922554142986e-9,-8.88551938186934104
6.2,640,80,20,-0.996422014436125031,1.16321123796615897e-9,-8.93434141067768308
6.2,640,80,20,-0.996277970157964852,1.03799113022261085e-9,-8.98380635757795991
6.2,640,80,20,-0.996129264454249292,9.2485474941396416e-10,-9.03392646886237227
6.2,640,80,20,-0.995975784872769595,8.22783372371878495e-10,-9.08471449354526123
6.2,640,80,20,-0.995817417281666424,7.30829864502403926e-10,-9.13618371402394215
6.2,640,80,20,-0.995654045865911838,6.48114922097085993e-10,-9.18834797930318549
6.2,640,80,20,-0.995485553124185383,5.73823405992231128e-10,-9.24122174105699166
6.2,640,80,20,-0.995311819866148711,5.07200773469142431e-10,-9.2948200928370407
6.2,640,80,20,-0.995132725210123096,4.47549614334686038e-10,-9.34915881277847212
6.2,640,80,20,-0.994948146581174079,3.94226296207422969e-10,-9.40425441020146561
6.2,640,80,20,-0.994757959709607435,3.46637723161966886e-10,-9.46012417656265407
6.2,640,80,20,-0.994562038629880538,3.04238211055047668e-10,-9.51678624127516651
6.2,640,80,20,-0.994360255679933117,2.66526482072445909e-10,-9.57425963299184383
6.2,640,80,20,-0.994152481500941315,2.33042780297628201e-10,-9.63256434703506149
6.2,640,80,20,-0.993938585037498864,2.03366109411328314e-10,-9.69172141976128591
6.2,640,80,20,-0.993718433538229084,1.77111592986929814e-10,-9.75175301077225581
6.2,640,80,20,-0.993491892556831354,1.53927957249447251e-10,-9.81268249403156344
6.2,640,80,20,-0.99325882595356557,1.33495135616021908e-10,-9.87453455912044553
6.2,640,80,20,-0.993019095897178024,1.1552199383271987e-10,-9.93733532407606773
6.2,640,80,20,-0.992772562867272058,9.97441740653703909e-11,-10.0011124615074019
6.2,640,80,20,-0.992519085657126713,8.5922055890307079e-11,-10.065895339987935
6.2,640,80,20,-0.992258521376966524,7.38388317630605717e-11,-10.1317151830936002
6.2,640,80,20,-0.991990725457685492,6.3298694217998893e-11,-10.1986052489047123
6.2,640,80,20,-0.991715551655028179,5.41251317681536899e-11,-10.2666010333431993
6.2,640,80,20,-0.991432852054230744,4.61593302303945328e-11,-10.3357405013981243
6.2,640,80,20,-0.991142477075124669,3.92586759949816982e-11,-10.4060643511386991
6.2,640,80,20,-0.990844275477705787,3.3295357588497476e-11,-10.4776163164711724
6.2,640,80,20,-0.99053809436817113,2.81550617432985875e-11,-10.5504435159257262
6.2,640,80,20,-0.990223779205426018,2.37357600829524534e-11,-10.6245968564441828
6.2,640,80,20,-0.989901173808063693,1.99465824595737468e-11,-10.7001315032900449
6.2,640,80,20,-0.989570120361819681,1.67067729334892191e-11,-10.7771074299705029
6.2,640,80,20,-0.989230459427502989,1.39447243661371595e-11,-10.8555900656538451
6.2,640,80,20,-0.988882029949406097,1.15970876014618998e-11,-10.9356510622749404
6.2,640,80,20,-0.988524669264195617,9.6079512372164403e-12,-11.0173692097539391
6.2,640,80,20,-0.988158213110285377,7.92808803348770176e-12,-11.1008315360901797
6.2,640,80,20,-0.987782495637693566,6.51426406939845107e-12,-11.1861346403738354
6.2,640,80,20,-0.98739734941838546,5.32860683835703351e-12,-11.2733863222119021
6.2,640,80,20,-0.987002605457103166,4.33802856551989424e-12,-11.3627075925231125
6.2,640,80,20,-0.986598093202683661,3.51370113647010416e-12,-11.4542351808890084
6.2,640,80,20,-0.986183640559866311,2.83057914174118569e-12,-11.5481246979279533
6.2,640,80,20,-0.98575907390159096,2.26696766605513085e-12,-11.6445546742069536
6.2,640,80,20,-0.985324218081787512,1.80413158240975749e-12,-11.7437317908348204
6.2,640,80,20,-0.984878896448657851,1.42594324794829092e-12,-11.8458977589114748
6.2,640,80,20,-0.984422930858450829,1.11856563947302348e-12,-11.9513385256268102
6.2,640,80,20,-0.983956141689730892,8.70168110221982268e-13,-12.060396836704526
6.2,640,80,20,-0.983478347858140849,6.70672094908103843e-13,-12.1734897632575983
6.2,640,80,20,-0.982989366831659123,5.11524235918822102e-13,-12.2911337846762479
6.2,640,80,20,-0.982489014646351744,3.85494548983219201e-13,-12.4139817586331179
6.2,640,80,20,-0.981977105922619185,2.86497390624559522e-13,-12.5428793291678501
6.2,640,80,20,-0.981453453881938051,2.09433131514572734e-13,-12.6789546135083371
6.2,640,80,20,-0.980917870364097497,1.50048578712240064e-13,-12.8237681139369274
6.2,640,80,20,-0.980370165844930133,1.04814325074661985e-13,-12.9795793578511128
6.2,640,80,20,-0.979810149454537048,7.08173353286988227e-14,-13.1498604186371297
6.2,640,80,20,-0.97923762899600647,4.56672049308064789e-14,-13.3403955686486265
6.2,640,80,20,-0.978652410964625451,2.74146495395047569e-14,-13.5620173016328462
6.2,640,80,20,-0.978054300567583847,1.44808993757969652e-14,-13.8392044642565462
6.2,640,80,20,-0.977443101744169743,5.59678371744680678e-15,-14.2520614756793494
6.2,640,80,20,-0.976818617186455338,2.49603905414083731e-16,-15.6027486237711959
6.2,640,80,20,-0.976180648360472202,3.85766968156241984e-15,-14.4136749621810731
6.2,640,80,20,-0.975528995527874671,5.85242877075137857e-15,-14.2326638633481899
6.2,640,80,20,-0.974863457768090045,6.71678800846592524e-15,-14.1728383584463309
6.2,640,80,20,-0.974183833000954118,6.81874806236005274e-15,-14.1662953554782456
6.2,640,80,20,-0.97348991800983044,6.43419455185178267e-15,-14.1915058113982627
6.2,640,80,20,-0.972781508465211609,5.76587672074930119e-15,-14.2391346474265948
6.2,640,80,20,-0.97205839894880075,4.95910674656568465e-15,-14.3045965432625333
6.2,640,80,20,-0.971320382978071212,4.11465250225508262e-15,-14.3856668366912342
6.2,640,80,20,-0.970567253031302413,3.29924135711073904e-15,-14.4815859123336512
6.2,640,80,20,-0.969798800573089612,2.55404219596358588e-15,-14.5927719319266508
6.2,640,80,20,-0.969014816080325294,1.90144701773061735e-15,-14.7209157713451175
6.2,640,80,20,-0.968215089068649697,1.35043200316156721e-15,-14.8695272784851702
6.2,640,80,20,-0.967399408119367918,9.00740567283295796e-16,-15.0454002771912545
6.2,640,80,20,-0.966567560906830904,5.46097380153443555e-16,-15.2627299069429992
6.2,640,80,20,-0.965719334226277492,2.76632394152327585e-16,-15.5580969645815877
6.2,640,80,20,-0.964854514022134579,8.06673021557475347e-17,-16.0933024673964954
6.2,640,80,20,-0.96397288541677234,5.40066832808356937e-17,-16.2675524932809416
6.2,640,80,20,-0.963074232739711324,1.39251540798384231e-16,-15.856199990721315
6.2,640,80,20,-0.962158339557278123,1.86015560230648548e-16,-15.7304507254613436
6.2,640,80,20,-0.961224988702706174,2.0400253702795935e-16,-15.6903644315427683
6.2,640,80,20,-0.960273962306678175,2.01516312856339439e-16,-15.6956897917227025
6.2,640,80,20,-0.959305041828306433,1.85431612168406302e-16,-15.7318162258550487
6.2,640,80,20,-0.958318008086547364,1.61252074326645308e-16,-15.7924946899465156
6.2,640,80,20,-0.957312641292046251,1.33224790657474816e-16,-15.8754149535143348
6.2,640,80,20,-0.956288721079408237,1.04487701679454038e-16,-15.9809348234961213
6.2,640,80,20,-0.955246026539891413,7.72320553060602942e-17,-16.1122024075259503
6.2,640,80,20,-0.954184336254517752,5.28669232217650859e-17,-16.2768159641682188
6.2,640,80,20,-0.953103428327597526,3.21766586346093008e-17,-16.4924590569397484
6.2,640,80,20,-0.952003080420662702,1.54652808150622682e-17,-16.8106421897684813
6.2,640,80,20,-0.950883069786804747,2.68420498906357589e-18,-17.5711843207609842
6.2,640,80,20,-0.949743173305412091,6.45839642013185323e-18,-17.1898753012525927
6.2,640,80,20,-0.948583167517302461,1.24069211357748555e-17,-16.9063359783432791
6.2,640,80,20,-0.947402828660245113,1.56856701893179724e-17,-16.8044969208103801
6.2,640,80,20,-0.946201932704867929,1.68428205981850186e-17,-16.7735851772276211
6.2,640,80,20,-0.944980255390944212,1.64092438409921579e-17,-16.7849114313327007
6.2,640,80,20,-0.943737572264053902,1.48701505489262211e-17,-16.8276846345555886
6.2,640,80,20,-0.942473658712613837,1.26474707741460405e-17,-16.8979963154886197
6.2,640,80,20,-0.94118829000527156,1.0090923330080451e-17,-16.9960690935438105
6.2,640,80,20,-0.939881241328657087,7.47585387606381541e-18,-17.1263391959822587
6.2,640,80,20,-0.938552287825486913,5.00610229820345042e-18,-17.3005002799592514
6.2,640,80,20,-0.937201204633014458,2.82037334688931176e-18,-17.549693398148162
6.2,640,80,20,-0.935827766921821041,1.00081281324080042e-18,-17.9996471430786726
6.2,640,80,20,-0.934431749934941341,4.17278877460006444e-19,-18.3795735985970297
6.2,640,80,20,-0.933012929027317255,1.43544311734660428e-18,-17.8430140127195139
6.2,640,80,20,-0.931571079705573898,2.0824126391776162e-18,-17.6814332089458643
6.2,640,80,20,-0.930105977668111448,2.40527376433553273e-18,-17.6188354857875186
6.2,640,80,20,-0.928617398845506389,2.46174153191019406e-18,-17.6087575473258232
6.2,640,80,20,-0.927105119441215653,2.31371342449778224e-18,-17.6356904335720866
6.2,640,80,20,-0.925568915972577027,2.02215791290680864e-18,-17.6941849328072329
6.2,640,80,20,-0.92400856531209911,1.64330840439094079e-18,-17.7842809236275678
6.2,640,80,20,-0.922423844729034026,1.22606959066486646e-18,-17.9114848789334146
6.2,640,80,20,-0.920814531931225972,8.10499360490584396e-19,-18.0912473234872983
6.2,640,80,20,-0.91918040510722862,4.27202783317345381e-19,-18.3693659264490067
6.2,640,80,20,-0.91752124296868428,9.74624713092290218e-20,-19.0111625806178285
6.2,640,80,20,-0.915836824792957653,1.66070826617168435e-19,-18.7797066526296514
6.2,640,80,20,-0.914126930466016905,3.582948641248591e-19,-18.445759417059174
6.2,640,80,20,-0.912391340525554717,4.80331849966646215e-19,-18.3184586150971268
6.2,640,80,20,-0.910629836204341874,5.38095897538781529e-19,-18.2691403190166192
6.2,640,80,20,-0.908842199473805872,5.40861671414958158e-19,-18.2669137940853547
6.2,640,80,20,-0.90702821308782694,4.99920490261959632e-19,-18.3010990624365848
6.2,640,80,20,-0.905187660626743793,4.27387083614284894e-19,-18.3691786071130023
6.2,640,80,20,-0.90332032654156135,3.35198562082668353e-19,-18.4746978530516119
6.2,640,80,20,-0.901425996198352581,2.34327717777494539e-19,-18.630176337242381
6.2,640,80,20,-0.899504455922846559,1.34216043234568672e-19,-18.8721955685797959
6.2,640,80,20,-0.897555493045194718,4.24181376132295804e-20,-19.3724484032888863
6.2,640,80,20,-0.895578895944907262,3.55614408981188132e-20,-19.4490206503614391
6.2,640,80,20,-0.893574454095951568,9.62653787990992027e-20,-19.0165298759070951
6.2,640,80,20,-0.891541958112004383,1.38146072668063687e-19,-18.8596614570582385
6.2,640,80,20,-0.889481199791849534,1.61326695359051032e-19,-18.7922937622585753
6.2,640,80,20,-0.887391972164912793,1.67294122621647983e-19,-18.7765193164065431
6.2,640,80,20,-0.885274069536925502,1.58555084590100521e-19,-18.7998198263331002
6.2,640,80,20,-0.883127287535708451,1.38283609907366703e-19,-18.8592292916810767
6.2,640,80,20,-0.880951423157067506,1.09983542087473543e-19,-18.9586722977085785
6.2,640,80,20,-0.87874627481079235,7.71850167503633553e-20,-19.1124669972573279
6.2,640,80,20,-0.876511642366749696,4.31886482980101476e-20,-19.3646303881243399
6.2,640,80,20,-0.874247327201062257,1.08660941314171368e-20,-19.9639265370551082
6.2,640,80,20,-0.871953132242364682,1.74790993634035559e-20,-19.7574809487943467
6.2,640,80,20,-0.869628862018127646,4.01907103473778127e-20,-19.3958743178383179
6.2,640,80,20,-0.867274322701041204,5.62830372629084007e-20,-19.2496224742982469
6.2,640,80,20,-0.864889322155448495,6.54148253057043154e-20,-19.1843238140793451
6.2,640,80,20,-0.862473669983820784,6.78227016826466986e-20,-19.1686249143147065
6.2,640,80,20,-0.860027177573264863,6.42241354455764727e-20,-19.1923017332857134
6.2,640,80,20,-0.857549658142053689,5.57004270974009352e-20,-19.2541414747484735
6.2,640,80,20,-0.855040926786171194,4.3570049295742333e-20,-19.3608119486973247
6.2,640,80,20,-0.852500800525862068,2.92619018503584875e-20,-19.5336974507235528
6.2,640,80,20,-0.849929098352177355,1.41968271001360774e-20,-19.8478087068053322
6.2,640,80,20,-0.847325641273506606,3.15820252021892183e-22,-21.5005600242347929
6.2,640,80,20,-0.844690252362087336,1.31615157074945703e-20,-19.8806940935870994
6.2,640,80,20,-0.84202275680048247,2.34806350213660999e-20,-19.6292901620008325
6.2,640,80,20,-0.839322981928016458,3.0703890252797019e-20,-19.5128065949369596
6.2,640,80,20,-0.836590757287160684,3.45634708304324744e-20,-19.4613826525699393
6.2,640,80,20,-0.833825914669858778,3.50817251003699352e-20,-19.4549190588877941
6.2,640,80,20,-0.831028288163782424,3.25404483266195572e-20,-19.4875764678578055
6.2,640,80,20,-0.828197714198508206,2.74347659702504135e-20,-19.5616987401612626
6.2,640,80,20,-0.825334031591606038,2.04161948263531616e-20,-19.6900251985816594
6.2,640,80,20,-0.822437081594629689,1.22297271366516943e-20,-19.9125832326095414
6.2,640,80,20,-0.819506707938999902,3.64972966989341444e-21,-20.4377393019055538
6.2,640,80,20,-0.816542756881770585,4.58088815618135341e-21,-20.3390503115302322
6.2,640,80,20,-0.813545077251268541,1.1804362392969533e-20,-19.9279574661619912
6.2,640,80,20,-0.810513520492597192,1.74915123314043614e-20,-19.7571726394184489
6.2,640,80,20,-0.807447940712994739,2.12727196279720801e-20,-19.6721769838200118
6.2,640,80,20,-0.804348194727037195,2.29552077507386097e-20,-19.6391187723995458
6.2,640,80,20,-0.801214142101676712,2.25263564243175441e-20,-19.6473090485238197
6.2,640,80,20,-0.798045645201105643,2.01437130739977925e-20,-19.6958604732601871
6.2,640,80,20,-0.794842569231436739,1.61131916471014951e-20,-19.7928184274617991
6.2,640,80,20,-0.791604782285189924,1.085763653831481e-20,-19.9642647005368736
6.2,640,80,20,-0.788332155385576057,4.87844368552028145e-21,-20.3117187039381382
6.2,640,80,20,-0.785024562530568111,1.28674856714977647e-21,-20.8905063066832266
6.2,640,80,20,-0.781681880736750211,7.10716865640247018e-21,-20.1483033784261758
6.2,640,80,20,-0.778303990082934959,1.20997737730120899e-20,-19.9172227495224733
6.2,640,80,20,-0.774890773753539506,1.58650874061181056e-20,-19.7995575308821816
6.2,640,80,20,-0.771442118081710832,1.81156692506702964e-20,-19.7419456171080947
6.2,640,80,20,-0.767957912592190703,1.86954408292151412e-20,-19.7282642899407091
6.2,640,80,20,-0.764438050043910819,1.75887515558636661e-20,-19.7547649855363559
6.2,640,80,20,-0.760882426472308631,1.49187842538416303e-20,-19.8262665664987839
6.2,640,80,20,-0.75729094123135439,1.09356225363319196e-20,-19.9611564886759069
6.2,640,80,20,-0.753663497035279963,5.99499163010187344e-21,-20.2222114189042665
6.2,640,80,20,-0.75,5.29298528687040355e-22,-21.2762993132333451
6.2,640,80,20,-0.746300359684216047,4.98689902857611682e-21,-20.3021694249992339
6.2,640,80,20,-0.742564489130194252,1.00745015539103236e-20,-19.9967764318112975
6.2,640,80,20,-0.738792304904207317,1.42878588960529346e-20,-19.8450328474370645
6.2,640,80,20,-0.734983727136631382,1.7250417763073268e-20,-19.7632003829095174
6.2,640,80,20,-0.731138679561688591,1.86854453203019504e-20,-19.7284965473810979
6.2,640,80,20,-0.727257089556826088,1.84395610159907677e-20,-19.7342494222521391
6.2,640,80,20,-0.723338888181722254,1.64972711300239654e-20,-19.7825878879791533
6.2,640,80,20,-0.719384010216911023,1.29852865624848657e-20,-19.8865484618119089
6.2,640,80,20,-0.715392394202015181,8.16608046170197475e-21,-20.0879863452186772
6.2,640,80,20,-0.711363982473579553,2.42086901952785666e-21,-20.6160287073096553
6.2,640,80,20,-0.707298721202495081,3.77706708801347305e-21,-20.4228453011943716
6.2,640,80,20,-0.703196560431004797,9.89710636670951324e-21,-20.0044917622370886
6.2,640,80,20,-0.699057454109282794,1.53918256563635098e-20,-19.8127098645440548
6.2,640,80,20,-0.694881360131577293,1.97406320071826157e-20,-19.704638947267288
6.2,640,80,20,-0.690668240371909018,2.24934289376603031e-20,-19.6479443349070468
6.2,640,80,20,-0.6864180607193161,2.33111084082653619e-20,-19.6324370759367885
6.2,640,80,20,-0.682130791112636819,2.19997130085824125e-20,-19.6575829846142474
6.2,640,80,20,-0.67780640557482154,1.85353768256842954e-20,-19.7319985803033263
6.2,640,80,20,-0.673444882246765259,1.30776236905314206e-20,-19.8834711636453002
6.2,640,80,20,-0.669046203420652252,5.96926115971104177e-21,-20.2240794199791157
6.2,640,80,20,-0.664610355572804375,2.27807123791066964e-21,-20.6424326991560563
6.2,640,80,20,-0.660137329396024636,1.10127004771289626e-20,-19.9581061725350949
6.2,640,80,20,-0.65562711983142772,1.9485055475731275e-20,-19.7102983533935041
6.2,640,80,20,-0.651079726099749245,2.69011065866909126e-20,-19.5702298547704929
6.2,640,80,20,-0.64649515173212557,3.24841037707549483e-20,-19.488329110822114
6.2,640,80,20,-0.641873404600336065,3.5540751593120649e-20,-19.4492733922512146
6.2,640,80,20,-0.637214496946499842,3.55272827700341275e-20,-19.4494380073462192
6.2,640,80,20,-0.632518445412219007,3.21104549060963355e-20,-19.4933535417767555
6.2,640,80,20,-0.627785271067160579,2.52183480628933233e-20,-19.5982833654499726
6.2,640,80,20,-0.623014999437069313,1.50760225213384547e-20,-19.8217132224504964
6.2,640,80,20,-0.618207660531203739,2.22162973687373879e-21,-20.6533283201169356
6.2,640,80,20,-0.613363288869187824,1.25005400878357072e-20,-19.9030712228239694
6.2,640,80,20,-0.608481923507270739,2.79723588606011405e-20,-19.553270908782323
6.2,640,80,20,-0.603563608063987319,4.28602599892524263e-20,-19.3679451988668634
6.2,640,80,20,-0.598608390745211894,5.56987081945014943e-20,-19.2541548771872313
6.2,640,80,20,-0.593616324368598238,6.49957721784289346e-20,-19.1871148922693769
6.2,640,80,20,-0.588587466387398515,6.9355833944909888e-20,-19.1589170018795403
6.2,640,80,20,-0.583521878913654174,6.76125298394736187e-20,-19.1699728138824231
6.2,640,80,20,-0.57841962874075185,5.89632713455631064e-20,-19.2294184293567053
6.2,640,80,20,-0.573280787365337421,4.3095277317510391e-20,-19.3655703202644263
6.2,640,80,20,-0.568105431008581497,2.0292103163064104e-20,-19.6926729384384305
6.2,640,80,20,-0.562893640636789676,8.49069104562444378e-21,-20.0710569616891402
6.2,640,80,20,-0.557645501981351067,4.159171543930619e-20,-19.3809931669045849
6.2,640,80,20,-0.552361105558018625,7.66615615839205986e-20,-19.1154223384814526
6.2,640,80,20,-0.547040546685514992,1.10739982996708777e-19,-18.9556955475067305
6.2,640,80,20,-0.541683925503457643,1.40397227818017933e-19,-18.8526414673858692
6.2,640,80,20,-0.536291346989597223,1.6194049915541439e-19,-18.7906445264152307
6.2,640,80,20,-0.530862920976363103,1.71681942934229943e-19,-18.7652753804151695
6.2,640,80,20,-0.525398762166710285,1.66259369887955613e-19,-18.7792138697784433
6.2,640,80,20,-0.519898990149261889,1.42995323148814073e-19,-18.8446781664781394
6.2,640,80,20,-0.514363729412741607,1.00274386221180848e-19,-18.9988099876516766
6.2,640,80,20,-0.508793109359690574,3.79131302982251332e-20,-19.4212103565621711
6.2,640,80,20,-0.503187264319463293,4.25077775240619998e-20,-19.3715316010848198
6.2,640,80,20,-0.497546333560497306,1.3738360054169198e-19,-18.8620651058450277
6.2,640,80,20,-0.491870461301851472,2.40934273727448289e-19,-18.6181014157262666
6.2,640,80,20,-0.486159796724007817,3.45198712380628876e-19,-18.4619308329076699
6.2,640,80,20,-0.480414493978932051,4.40209332152718248e-19,-18.3563407549233568
6.2,640,80,20,-0.474634712199387973,5.14376311424893744e-19,-18.2887190401894751
6.2,640,80,20,-0.468820615507501106,5.55102760031057982e-19,-18.2556266133035593
6.2,640,80,20,-0.462972373022567054,5.49640099182720746e-19,-18.259921590689198
6.2,640,80,20,-0.457090158868100172,4.86177517594889168e-19,-18.313205128195758
6.2,640,80,20,-0.451174152178118298,3.5514044944974235e-19,-18.4495998600206376
6.2,640,80,20,-0.445224537102659423,1.50650952287907695e-19,-18.8220281187395364
6.2,640,80,20,-0.439241502812526288,1.27921752540774626e-19,-18.8930555993433257
6.2,640,80,20,-0.433225243503255063,4.74418572992872571e-19,-18.3238383171344678
6.2,640,80,20,-0.427175958398304381,8.74480332624686971e-19,-18.0582499535136308
6.2,640,80,20,-0.421093851751461133,1.30442018410659477e-18,-17.88458248970486
6.2,640,80,20,-0.414979132848459585,1.73055111044017531e-18,-17.7618155696409615
6.2,640,80,20,-0.408832016007810494,2.1091578332700155e-18,-17.6758909197610208
6.2,640,80,20,-0.402652720580837067,2.3873111815008445e-18,-17.6220909678384925
6.2,640,80,20,-0.396441470950914719,2.50472063086443401e-18,-17.6012407070183117
6.2,640,80,20,-0.390198496531911756,2.39680413106658374e-18,-17.6203674554417943
6.2,640,80,20,-0.383924031765828223,1.99912019256254032e-18,-17.699161094127269
6.2,640,80,20,-0.377618316119630328,1.25325222033313715e-18,-17.9019615172933445
6.2,640,80,20,-0.371281594081277977,1.14156149142579463e-19,-18.9425006898087551
6.2,640,80,20,-0.364914115154943111,1.44112315890838718e-18,-17.841298902635889
6.2,640,80,20,-0.358516133855416671,3.40359560459916852e-18,-17.468062045862463
6.2,640,80,20,-0.352087909701702187,5.72172259721658224e-18,-17.2424732016545768
6.2,640,80,20,-0.345629707209794095,8.29065350540003045e-18,-17.0814112351188321
6.2,640,80,20,-0.339141795884639083,1.09421097144827859e-17,-16.9608989349473654
6.2,640,80,20,-0.33262445021127887,1.34359687827447439e-17,-16.8717310138730533
6.2,640,80,20,-0.326077949645173,1.54548621130627591e-17,-16.8109348653210326
6.2,640,80,20,-0.319502578601700371,1.66033664240497956e-17,-16.7798038474320949
6.2,640,80,20,-0.312898626444838377,1.64136276750531086e-17,-16.7847954222898819
6.2,640,80,20,-0.306266387475018688,1.43594867485758464e-17,-16.842861082812722
6.2,640,80,20,-0.29960616091615883,9.88135432272814321e-18,-17.0051835276210207
6.2,640,80,20,-0.292918250901868917,2.42417675030894402e-18,-17.6154357182989126
